Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Jbel Mgoun,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60139|primary,Africa,,Morocco,31.04,-6.2166,1790,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Desert - Hot arid,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Jerrada,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60214|primary,Africa,,Morocco,34.3133,-2.1594,1069,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-09-29,MAR NMHS 
Jetee My Youssef,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60180|primary,Africa,,Morocco,33.6136,-7.606,23,,,,,,,,,,,,GOS General:Operational,	2021-09-28,MAR NMHS 
KASBA-TADLA,,	1961-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-60190|primary,Africa,,Morocco,32.5333333333,-6.2833333333,507,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-09-29,MAR NMHS 
KENITRA,,	1943-01-01,,Operational,Operational,Land (fixed),0-20000-0-60120|primary,Africa,,Morocco,34.3002777778,-6.5947222222,4,GPS,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,Warm Temperate - Fully humid - Hot summer,,,,15|100,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-05-17,Mounir Aziz
KHOURIBGA,,	1986-01-01,,Operational,Operational,Land (fixed),0-20000-0-60178|primary,Africa,,Morocco,32.8666666667,-6.9666666667,771,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, WRO",	2021-05-10,Mounir Aziz
Karia Ba Mohamed,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60247|primary,Africa,,Morocco,34.3666,-5.2,160,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Kelaat Mgouna,Kalaat M'Gouna,	2012-06-05,,Operational,Partly operational,Land (fixed),0-504-1-60216|primary,Africa,,Morocco,31.2369,-6.1308,1440,,,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,,,,,,,,GOS General:Operational,	2021-09-29,MAR NMHS 
Kelaat Sraghna,,	2014-05-05,,Operational,Silent,Land (fixed),0-504-1-60199|primary,Africa,,Morocco,32.0422,-7.405,481,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2022-05-12,MAR NMHS 
Khemisset,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60147|primary,Africa,,Morocco,33.82194,-6.080278,461,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within hills of middle altitude,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Khenifra,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60201|primary,Africa,,Morocco,32.9394,-5.668,868,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Ksar El Kebir,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60116|primary,Africa,,Morocco,35.0045,-5.9309,119,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
LARACHE,,	1963-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-60105|primary,Africa,,Morocco,35.1627777778,-6.1163888889,66,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, WRO",	2021-05-10,Mounir Aziz
Laayoune,Laâyoune,	1976-02-01,,Operational,Operational,Land (fixed),0-20000-0-60033|primary,Africa,,Morocco,27.1666666667,-13.2166666667,63,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,40|220,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-07,Mounir Aziz
Lakhssas,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60245|primary,Africa,,Morocco,29.3594,-9.7546,925,From map,UTC,Direction Générale de la Météorologie (Morocco),www.marocmeteo.ma,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within hills of middle altitude,,GOS General:Operational,	2021-08-23,MAR NMHS 
Lamssid,,	2013-01-01,,Operational,Unknown,Land (fixed),0-504-1-60272|primary,Africa,,Morocco,26.5384,-13.8382,65,GPS,UTC,,www.marocmeteo.ma,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within hollows of very low altitude,1|2,"GTOS, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-03-28,Mounir Aziz
MARRAKECH,,	1918-01-01,,Operational,Operational,Land (fixed),0-20000-0-60230|primary,Africa,,Morocco,31.6166,-8.0333,464,GPS,UTC,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,Steppe - Hot arid,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within valleys of middle altitude,200|1000,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-01-08,Mounir Aziz
MEKNES,,	1922-01-01,,Operational,Operational,Land (fixed),0-20000-0-60150|primary,Africa,,Morocco,33.8822222222,-5.5227777778,556,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
MIDELT,,	1931-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-60195|primary,Africa,,Morocco,32.6833333333,-4.7333333333,1508,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-03-25,MAR NMHS 
MOHAMMEDIA,,	1992-01-01,,Operational,Operational,Land (fixed),0-20000-0-60146|primary,Africa,,Morocco,33.7166666667,-7.4,4,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-03-25,MAR NMHS 
Mdiq,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60117|primary,Africa,,Morocco,35.6824,-5.3199,2,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Mechra Bel Ksiri,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60118|primary,Africa,,Morocco,34.5765,-5.9601,16,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Merzouga,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60152|primary,Africa,,Morocco,31.3,-4.166667,300,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hollows of middle altitude,,GOS General:Operational,	2021-08-23,MAR NMHS 
Missour,,	2012-08-13,,Operational,Unknown,Land (fixed),0-504-1-60161|primary,Africa,,Morocco,33.03361,-4.047778,934,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Moulay Ali Cherif,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60203|primary,Africa,,Morocco,31.2827,-4.2669,771,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Moulay Bouselham,,	2012-03-20,,Operational,Unknown,Land (fixed),0-504-1-60168|primary,Africa,,Morocco,34.8791,-6.28222,15,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Moulay Idriss Zerhoun,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60142|primary,Africa,,Morocco,34.05713,-5.523,640,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Mrirt,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60204|primary,Africa,,Morocco,33.17083,-5.5638,1113,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
NADOR-AROUI,,	2003-01-01,,Operational,Operational,Land (fixed),0-20000-0-60340|primary,Africa,,Morocco,34.9833333333,-3.0166666667,178,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
NOUASSEUR,,	1969-12-29,,Operational,Operational,Land (fixed),0-20000-0-60156|primary,Africa,,Morocco,33.3666666667,-7.5833333333,200,GPS,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, WRO",	2021-05-10,Mounir Aziz
OUARZAZATE,,	1947-01-01,,Operational,Operational,Land (fixed),0-20000-0-60265|primary,Africa,,Morocco,30.9333333333,-6.9,1136,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;GSN;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
OUJDA,,	1942-01-01,,Operational,Operational,Land (fixed),0-20000-0-60115|primary,Africa,,Morocco,34.7833333333,-1.9333333333,468,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-01-08,Mounir Aziz
OUKAIMDEN,,,,Operational,Unknown,Land (fixed),0-20000-0-60237|primary,Africa,,Morocco,31.2166666667,-7.9166666667,2680,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
Ouad Zem,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60119|primary,Africa,,Morocco,32.8593,-6.5722,818,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Ouazzane,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60109|primary,Africa,,Morocco,34.8063,-5.5914,8,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Oulad Ayad,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60242|primary,Africa,,Morocco,32.2003,-6.7981,478,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Oulad Teima,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60271|primary,Africa,,Morocco,30.51222,-9.34833,138,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Ouled Ghanem,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60166|primary,Africa,,Morocco,32.8733,-8.86,25,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Oulmes,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60169|primary,Africa,,Morocco,33.4183,-6.01111,1153,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2022-06-30,MAR NMHS 
Oum Drayga,,	2013-01-01,,Operational,Unknown,Land (fixed),0-504-1-60278|primary,Africa,,Morocco,24.0888,-13.2876,326,GPS,UTC,,www.marocmeteo.ma,,,Desert - Hot arid,Bare areas(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of middle altitude,3|5,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-07,Mounir Aziz
Ourika,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60308|primary,Africa,,Morocco,31.366666,-7.8,886,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Plage Blanche,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60111|primary,Africa,,Morocco,28.966,-10.5978,40,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
RABAT-SALE,,	1947-01-01,,Operational,Operational,Land (fixed),0-20000-0-60135|primary,Africa,,Morocco,34.046111,-6.75805,74,GPS,UTC,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within hollows of very low altitude,200|1800,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-01-08,Mounir Aziz
Ribat Al Khir,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60183|primary,Africa,,Morocco,33.8133,-4.41861,1120,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
SAFI,,	1954-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-60185|primary,Africa,,Morocco,32.2833333333,-9.2333333333,43,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
SETTAT,,,,Operational,Operational,Land (fixed),0-20000-0-60177|primary,Africa,,Morocco,32.95,-7.6166666667,408,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-03-25,MAR NMHS 
SIDI IFNI,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-60060|primary,Africa,,Morocco,29.3666666667,-10.1833333333,50,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
SIDI KATHARI,,	2024-05-15,,Operational,Unknown,Land (fixed),0-504-0-26120002|primary,Africa,,Morocco,26.5375,-12.399,251,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,RBON:Operational,	2024-05-30,MAR NMHS 
SIDI SLIMANE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-60136|primary,Africa,,Morocco,34.2327777778,-6.0547222222,50,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
Saidia,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60162|primary,Africa,,Morocco,35.112,-2.3044,2,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2022-03-25,MAR NMHS 
Sefrou,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60211|primary,Africa,,Morocco,33.8138,-4.8466,1060,,,,,,,,,,,,GOS General:Operational,	2021-09-28,MAR NMHS 
Selouane,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60298|primary,Africa,,Morocco,35.170833,-3.08805,62,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Sidi Bennour,,	2012-04-18,,Operational,Operational,Land (fixed),0-504-1-60172|primary,Africa,,Morocco,32.658,-8.4286,184,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Sidi Kacem,,	2012-03-14,,Operational,Unknown,Land (fixed),0-504-1-60137|primary,Africa,,Morocco,34.230247,-5.723877,50,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Sidi Yahya El Gharb,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60171|primary,Africa,,Morocco,34.3091,-6.30305,14,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Skhirat,,	2014-05-05,,Operational,Unknown,Land (fixed),0-504-1-60124|primary,Africa,,Morocco,33.8538,-7.0606,50,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Smara,Es-Semara,	1978-02-01,,Operational,Operational,Land (fixed),"0-20000-0-60335|primary,0-504-1-60319",Africa,,Morocco,26.7333333333,-11.6833333333,110,GPS,UTC,Direction Générale de la Météorologie (Morocco),,www.marocmeteo.ma,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,15|60,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-02-07,Mounir Aziz
Souk Larbaa Gharb,,	2014-05-05,,Operational,Operational,Land (fixed),0-504-1-60138|primary,Africa,,Morocco,34.6885,-6.0131,20,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Warm temperate - Dry and hot summer,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
TAKERKOUSTE,,,,Operational,Operational,Land (fixed),0-20000-0-60223|primary,Africa,,Morocco,31.0333333333,-8.4833333333,667,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,
TAN-TAN,,	2001-01-01,,Operational,Operational,Land (fixed),0-20000-0-60285|primary,Africa,,Morocco,28.4461111111,-11.1583333333,199,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed, WRO",	2021-05-10,Mounir Aziz
TANGER (AERODROME),,	1952-11-01,,Operational,Operational,Land (fixed),0-20000-0-60101|primary,Africa,,Morocco,35.72638,-5.9055,14,GPS,UTC,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;EVAP;M/B;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of very low altitude,200|1000,"GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-01-08,Mounir Aziz
TANGER-PORT,,	1966-01-01,,Operational,Unknown,Land (fixed),0-20000-0-60100|primary,Africa,,Morocco,35.7877777778,-5.8066666667,11,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2021-10-25,MAR NMHS 
TAOURIRT,,,,Operational,Partly operational,Land (fixed),0-20000-0-60128|primary,Africa,,Morocco,34.3969444444,-2.8980555556,415,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2022-05-12,MAR NMHS 
TAZA,,	1959-01-01,,Operational,Unknown,Land (fixed),0-20000-0-60127|primary,Africa,,Morocco,34.2166666667,-4,509,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-03-25,MAR NMHS 
TIZNIT,,	1988-01-01,,Operational,Operational,Land (fixed),0-20000-0-60270|primary,Africa,,Morocco,29.6833333333,-9.7333333333,260,,,Direction Générale de la Météorologie (Morocco),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: EVAP;M/B;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-07-07,MAR NMHS 
Tafrant,,	2013-01-02,,Operational,Operational,Land (fixed),0-504-1-60305|primary,Africa,,Morocco,34.61666,-5.116666,299,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Tafraout,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60217|primary,Africa,,Morocco,29.6364,-9.0956,887,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Tah,,	2024-05-15,,Operational,Silent,Land (fixed),0-504-0-27120002|primary,Africa,,Morocco,27.671,-12.956,33,GPS,UTC,Direction Générale de la Météorologie (Morocco),,www.marocmeteo.ma,Attention: urbain environnment,Desert - Hot arid,,,,1.5|2,RBON:Operational,	2024-05-29,Mounir Aziz
Taliouine,,	2014-05-05,,Operational,Partly operational,Land (fixed),0-504-1-60129|primary,Africa,,Morocco,30.5322,-7.9277,1055,From map,UTC,Direction Générale de la Météorologie (Morocco),,,,Desert - Hot arid,,,,,"GBON:Operational, GOS General:Operational",	2021-09-29,MAR NMHS 
Talmest,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60234|primary,Africa,,Morocco,31.81666,-9.3333,427,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
Talsint,,	2013-01-02,,Operational,Unknown,Land (fixed),0-504-1-60283|primary,Africa,,Morocco,32.5333,-3.43333,1356,,,Direction Générale de la Météorologie (Morocco),,,,,,,,,GOS General:Operational,	2021-08-23,MAR NMHS 
