Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
MOSTAR,,	1894-01-01,,Operational,Operational,Land (fixed),0-20000-0-14648|primary,Europe,,Bosnia and Herzegovina,43.348129,17.793929,97,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RBSN(S);RIVSTG;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Warm Temperate - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,150|300,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-12,Mirza Tahmaz
MRKONJIC GRAD,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-MrkonjicGrad|primary,Europe,,Bosnia and Herzegovina,44.41111,17.08359,569,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
Mrkonjic Grad synop,,	1959-08-01,,Operational,Partly operational,Land (fixed),0-70-0-14545|primary,Europe,,Bosnia and Herzegovina,44.41113,17.08355,570,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of middle altitude,12|340,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-23,Zeljko Ratkovic
NEUM,,	2005-08-01,,Operational,Operational,Land (fixed),0-20000-0-14657|primary,Europe,,Bosnia and Herzegovina,42.927341,17.60881,10,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,Warm temperate - Dry and warm summer,,,,5|20,"GBON:Operational, GOS General:Operational",	2021-08-12,Kemal SEHBAJRAKTAREVIC
NOVI GRAD SYNOP,NOVI GRAD,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14535|primary,Europe,,Bosnia and Herzegovina,45.05042,16.37733,122,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-15,Zeljko Ratkovic
ODZAK,,	2020-09-25,,Operational,Partly operational,Land (fixed),0-70-0-Odzak|primary,Europe,,Bosnia and Herzegovina,45.078447,18.311351,89,GPS,,Federal Hydrometeorological Institute,,,,Warm Temperate - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of low altitude,,"GOS General:Operational, RBON:Operational",	2024-07-04,Mirza Tahmaz
OSTRELJ,,	2020-07-01,,Operational,Unknown,Land (fixed),0-70-5-OSTRELJ|primary,Europe,,Bosnia and Herzegovina,44.475612,16.400628,1037,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-16,Kemal SEHBAJRAKTAREVIC
PIDRIS,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Pidris|primary,Europe,,Bosnia and Herzegovina,43.892423,17.583991,962,,UTC+1,,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,5|15,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
PMF BANJA LUKA,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-PmfBL|primary,Europe,,Bosnia and Herzegovina,44.77907,17.19902,160,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
PRIJEDOR,,	1917-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14536|primary,Europe,,Bosnia and Herzegovina,44.97193,16.71257,133,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of low altitude,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-25,Zeljko Ratkovic
PRNJAVOR,,	2019-09-01,,Operational,Partly operational,Land (fixed),0-70-1-Prnjavor|primary,Europe,,Bosnia and Herzegovina,44.84918,17.69653,156,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Koshin Denki Kogyo,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
RAT,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Rat|primary,Europe,,Bosnia and Herzegovina,44.044085,17.687057,1053,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,3|10,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
RIBNIK,,	2016-01-11,,Operational,Unknown,Land (fixed),0-70-1-Ribnik|primary,Europe,,Bosnia and Herzegovina,44.40394,16.80902,292,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,"GBON:Operational, GOS General:Operational",	2024-06-12,Zeljko Ratkovic
RIPAC,,	2016-12-13,,Operational,Partly operational,Land (fixed),0-70-0-Ripac|primary,Europe,,Bosnia and Herzegovina,44.764563,15.956819,242,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is Vaisala,,,,,2|60,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
ROGATICA,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Rogatica|primary,Europe,,Bosnia and Herzegovina,43.80295,19.00609,528,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
ROVNA,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Rovna|primary,Europe,,Bosnia and Herzegovina,44.097676,17.490071,821,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,2|70,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
RUDO,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Rudo|primary,Europe,,Bosnia and Herzegovina,43.61758,19.36846,416,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-12,Zeljko Ratkovic
Rudo SYNOP,Rudo,	1949-01-02,,Operational,Unknown,Land (fixed),0-70-0-14663|primary,Europe,,Bosnia and Herzegovina,43.61759,19.36852,416,(unknown),UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Warm Temperate - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,15|370,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-07-27,Zeljko Ratkovic
SAMAC,,	2022-02-28,,Operational,Silent,Land (fixed),0-70-1-Samac|primary,Europe,,Bosnia and Herzegovina,45.02271,18.42393,89,,,,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Koshin Denki Kogyo,,,,,,GOS General:Operational,	2020-12-09,Kemal SEHBAJRAKTAREVIC
SANICA,,	2016-12-13,,Operational,Partly operational,Land (fixed),0-70-0-Sanica|primary,Europe,,Bosnia and Herzegovina,44.614903,16.642483,206,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is Vaisala,,,,,1|20,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
SANSKI MOST,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-14537|primary,Europe,,Bosnia and Herzegovina,44.77095,16.676019,156,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,60|350,"GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational",	2024-07-12,Mirza Tahmaz
SAPNA,,	2018-01-12,,Operational,Partly operational,Land (fixed),0-70-0-Sapna|primary,Europe,,Bosnia and Herzegovina,44.50914,19.016484,316,,UTC+1,,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,10|60,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
SARAJEVO-BJELAVE,,	1892-01-01,,Operational,Operational,Land (fixed),0-20000-0-14654|primary,Europe,,Bosnia and Herzegovina,43.867791,18.42282,632,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RBSN(S);SEISMO;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Seismological observations; Snow survey.,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,420|550,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-12,Mirza Tahmaz
SEHERDZIK,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Seherdzik|primary,Europe,,Bosnia and Herzegovina,44.208407,17.418518,642,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,3|20,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
SIPOVO,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-Sipovo|primary,Europe,,Bosnia and Herzegovina,44.28419,17.08773,454,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
SIROKI BRIJEG,,	2016-12-13,,Operational,Partly operational,Land (fixed),0-70-0-SirokiBrijeg|primary,Europe,,Bosnia and Herzegovina,43.389298,17.591575,280,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is Vaisala,,,,,20|120,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
SLATINARS,,	2020-02-28,,Operational,Silent,Land (fixed),0-70-1-Slatina|primary,Europe,,Bosnia and Herzegovina,44.82729,17.30093,204,,,,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Koshin Denki Kogyo,,,,,,GOS General:Operational,	2020-12-09,Kemal SEHBAJRAKTAREVIC
SNIJEZNICA,,	2018-01-12,,Operational,Partly operational,Land (fixed),0-70-0-Snijeznica|primary,Europe,,Bosnia and Herzegovina,44.593933,18.955731,298,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,1|20,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
SOKOLAC,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Sokolac|primary,Europe,,Bosnia and Herzegovina,43.92243,18.78016,897,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,"GBON, GOS General:Operational",	2024-06-12,Zeljko Ratkovic
SOKOLAC SYNOP,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14658|primary,Europe,,Bosnia and Herzegovina,43.92246,18.78007,898,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of high altitude,12|350,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-17,Zeljko Ratkovic
SRBAC,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-1-Srbac|primary,Europe,,Bosnia and Herzegovina,45.10268,17.51449,89,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,"GBON:Operational, GOS General:Operational",	2024-06-13,Zeljko Ratkovic
SREBRENICA,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Srebrenica|primary,Europe,,Bosnia and Herzegovina,44.09296,19.30296,435,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-15,Zeljko Ratkovic
SREBRENICA SYNOP,,	1892-01-01,,Operational,Partly operational,Land (fixed),0-70-0-14564|primary,Europe,,Bosnia and Herzegovina,44.09303,19.30301,434,GPS,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,,,,,,,,,"CLIMAT(C) - deprecated:Closed, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-22,Zeljko Ratkovic
SREDNJE,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Srednje|primary,Europe,,Bosnia and Herzegovina,44.005649,18.44032,685,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Closed (>40%) broadleaved deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of high altitude,1|600,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
TESANJ,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Tesanj|primary,Europe,,Bosnia and Herzegovina,44.605509,17.989046,279,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,50|200,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
TJENTISTE,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Tjentiste|primary,Europe,,Bosnia and Herzegovina,43.35269,18.68885,575,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
TODOROVO,,	2020-07-10,,Operational,Unknown,Land (fixed),0-70-5-TODOROVO|primary,Europe,,Bosnia and Herzegovina,45.042912,15.915217,372,,,ROADS OF THE FEDERATION OF BOSNIA AND HERZEGOVINA,,,,,,,,,GOS General:Operational,	2021-04-16,Kemal SEHBAJRAKTAREVIC
TRAVNIK,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Travnik|primary,Europe,,Bosnia and Herzegovina,44.229917,17.655089,536,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,60|160,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
TREBINJE,,	2023-02-28,,Operational,Unknown,Land (fixed),0-70-1-Trebinje|primary,Europe,,Bosnia and Herzegovina,42.70335,18.32894,290,,,,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Koshin Denki Kogyo,,,,,,GOS General:Operational,	2020-12-09,Kemal SEHBAJRAKTAREVIC
TUZLA,,	1910-01-01,,Operational,Operational,Land (fixed),0-20000-0-14557|primary,Europe,,Bosnia and Herzegovina,44.542043,18.685014,300,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RBCN;RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,150|200,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GCW CryoNet station:Operational, RBCN - deprecated:Closed, RBON:Operational",	2024-07-12,Mirza Tahmaz
USTIKOLINA,,	2018-01-12,,Operational,Partly operational,Land (fixed),0-70-0-Ustikolina|primary,Europe,,Bosnia and Herzegovina,43.580886,18.799797,392,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,2|10,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
VARES,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Vares|primary,Europe,,Bosnia and Herzegovina,44.163932,18.329658,851,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,10|800,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
VISEGRAD,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Visegrad|primary,Europe,,Bosnia and Herzegovina,43.78136,19.29374,330,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,"GBON:Operational, GOS General:Operational",	2024-06-12,Zeljko Ratkovic
VISOKO,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Visoko|primary,Europe,,Bosnia and Herzegovina,43.995285,18.173249,427,GPS,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hills of middle altitude,50|900,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
VLASENICA,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Vlasenica|primary,Europe,,Bosnia and Herzegovina,44.17886,18.94382,687,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is OTT,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
VLASIC,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Vlasic|primary,Europe,,Bosnia and Herzegovina,44.312129,17.572135,1257,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,5|250,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
VOLJICE-GAJ,,	2016-01-11,,Operational,Partly operational,Land (fixed),0-70-0-Voljice|primary,Europe,,Bosnia and Herzegovina,43.918704,17.534243,706,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,,,,,3|20,GOS General:Operational,	2023-06-05,Kemal SEHBAJRAKTAREVIC
ZENICA,,	1925-01-01,,Operational,Operational,Land (fixed),0-20000-0-14549|primary,Europe,,Bosnia and Herzegovina,44.201983,17.900328,341,GPS,UTC+1,Federal Hydrometeorological Institute,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AGRIMET;CLIMAT(C);RIVSTG;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,Snow - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,165|220,"GBON:Operational, GCW CryoNet station:Operational, GOS General:Operational",	2024-07-12,Mirza Tahmaz
ZEPCE,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-0-Zepce|primary,Europe,,Bosnia and Herzegovina,44.422205,18.014295,231,,UTC+1,Federal Hydrometeorological Institute,http://fhmzbih.gov.ba/latinica/index.php,no,Automatic weather station. Station manufacturer is OTT,Snow - Fully humid - Warm summer,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within rises of middle altitude,50|250,"GBON:Operational, GOS General:Operational",	2023-06-05,Kemal SEHBAJRAKTAREVIC
ZVORNIK,,	2019-01-08,,Operational,Partly operational,Land (fixed),0-70-1-Zvornik|primary,Europe,,Bosnia and Herzegovina,44.40381,19.11855,140,,UTC+1,Republic Hydrometeorological Institute of Republic of Serbska,https://rhmzrs.com,no,Automatic weather station. Station manufacturer is Vaisala,,,,,,GOS General:Operational,	2024-06-13,Zeljko Ratkovic
