Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
COGNAC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07412|primary,Europe,,France,45.665,-0.3158333333,31,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
COLLOBRIERES-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07671|primary,Europe,,France,43.2166666667,6.3727777778,641,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
COLMAR MEYENHEIM,,	1956-09-01,,Operational,Operational,Land (fixed),0-20000-0-07197|primary,Europe,,France,47.928667,7.407667,207,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
COL_DE_PORTE-OBSERVATOIRE,,	1960-01-01,,Silent,Unknown,Land (fixed),0-250-0-38472003|primary,Europe,,France,45.295,5.7656,1325,,,,http://www.cnrm-game.fr/spip.php?rubrique218&lang=en,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=70,"The Col de Porte pilot site is located near Grenoble, in the Chartreuse massif. At this mountain site, on the flat measurements field, meteorological and snow parameters are recorded hourly since 1961. These parameters are : - Air temperature and humidity - Short- and long-wave radiations - Wind speed and precipitation - Snow depth, snow water equivalent - Settlements and snow temperatures of the different layers of the snowpack Weekly snowpack profiles are also carried out, including major stratigraphic properties of snow (temperature, density, liquid water content, snow type).",,,,,|,GCW CryoNet station:Silent,	2024-01-12,Joel GUEUSQUIN
COL_DU_LAC_BLANC-COL,,	1992-01-01,,Silent,Unknown,Land (fixed),0-250-0-38289001|primary,Europe,,France,45.127553,6.111644,2720,,,,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=147,,The Col station belongs to the Col du Lac Blanc site and has been dedicated to the study of blowing snow in high mountainous regions for approximately 25 years by IRSTEA (Snow Avalanche Engineering and Torrent Control Research Unit). The pass orientation and the specific configuration of the surrounding summits make it closely resemble a natural wind tunnel. The experimental station is described in detail in Naaim-Bouvet et al. (2010) with the changes in the instrument setup over the years. Parameters recorded at Col station every 10 minutes during the winter season since Dec 2008 are : (i) wind speed and direction (ii) snow depth (iii) horizontal blowing snow fluxes. The station is not permanently staffed but there are weekly visit during wintertime.,,,,,|,GCW Contributing station:Silent,	2024-01-12,Joel GUEUSQUIN
COL_DU_LAC_BLANC-DOME,,	1992-01-01,,Silent,Unknown,Land (fixed),0-250-0-38289002|primary,Europe,,France,45.127917,6.105817,2807,,,,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=119,,"The Dome station provides continuous measurements of air temperature, wind velocity and direction. The Dome station is part of the Col du Lac Blanc site which belongs to the CRYOBSCLIM network.",,,,,|,GCW Contributing station:Silent,	2024-01-12,Joel GUEUSQUIN
COL_DU_LAC_BLANC-LAC_BLANC,,	1989-01-01,,Silent,Unknown,Land (fixed),0-250-0-38289004|primary,Europe,,France,45.128331,6.112044,2710,,,,http://globalcryospherewatch.org/cryonet/sitepage.php?surveyid=117,,"The Lac Blanc station measures key parameters for snow studies: air temperature, relative humidity, wind speed and direction as well as snow depth. The Lac Blanc station is part of the Col du Lac Blanc site which belongs to the CRYOBSCLIM network.",,,,,|,GCW CryoNet station:Silent,	2024-01-12,Joel GUEUSQUIN
CREIL,,	1950-01-01,	2021-07-31,Closed,Unknown,Land (fixed),0-20000-0-07057|primary,Europe,,France,49.252167,2.520833,88,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,GOS General:Closed,	2021-08-20,Joel GUEUSQUIN
DAX,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07603|primary,Europe,,France,43.6897222222,-1.07,33,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;MAN/AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
DIEPPE,,	1945-01-01,,Operational,Operational,Land (fixed),0-20000-0-07040|primary,Europe,,France,49.9325,1.088833,38,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;C;MAN/AUT*;SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
DIJON-LONGVIC,,,,Operational,Operational,Land (fixed),0-20000-0-07280|primary,Europe,,France,47.2677777778,5.0883333333,222,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
DINARD,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07125|primary,Europe,,France,48.5888888889,-2.0758333333,67,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
DOLE-TAVAUX,,	1995-09-01,,Operational,Operational,Land (fixed),0-20000-0-07386|primary,Europe,,France,47.043833,5.427333,195,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
DORANS,,	2008-11-05,,Operational,Operational,Land (fixed),0-20000-0-07296|primary,Europe,,France,47.591667,6.837,401,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SNOW;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
DUNKERQUE,,	1917-01-01,,Operational,Operational,Land (fixed),0-20000-0-07010|primary,Europe,,France,51.055833,2.3395,11,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;MAN/AUT;SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
EMBRUN,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07591|primary,Europe,,France,44.5655555556,6.5022222222,871,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
ERSA,,	2012-05-25,	2012-05-25,Closed,Unknown,Land (fixed),0-20008-0-ERS|primary,Europe,,France,42.9694,9.3803,533,,UTC-2,,,,"Ersa (Santa Catalina), Cape Corsica : The station is situated near the telecommunication tower of Santa Catalina in a scrub area on top of a hill (Crete de l'Arcaja) on the northern tip of Corsica Island in the Mediterranean Sea. It has a direct view of the sea on the W, N and E sectors and is dedicated to monitor northwestern Mediterranean background atmospheric conditions in the framework of the enhanced observation period of the project ChArMEx (the Chemistry-Aerosol Mediterraena Experiment; http://charmex.lsce.ipsl.fr) and in the Framework of the CORSiCA project (http://www2.obs-mip.fr/corsica).",Warm temperate - Dry and warm summer,,,,,GAW Regional:Closed,	2015-01-04,Jean Sciare
EVREUX-HUEST,,	1968-01-01,,Operational,Operational,Land (fixed),0-20000-0-07038|primary,Europe,,France,49.025,1.221667,138,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
FALAISE-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07129|primary,Europe,,France,48.9272222222,-0.1494444444,155,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
FIGARI,,	1980-01-01,,Operational,Operational,Land (fixed),0-20000-0-07780|primary,Europe,,France,41.5052777778,9.1036111111,27,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
GOIN AEROPORT M.N.L.,,	1991-10-01,,Operational,Operational,Land (fixed),0-20000-0-07093|primary,Europe,,France,48.979333,6.243167,260,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
GOURDON,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07535|primary,Europe,,France,44.745,1.3966666667,260,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;CLIMAT(C);RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
GRENOBLE-ST-GEOIRS,,,,Operational,Operational,Land (fixed),0-20000-0-07486|primary,Europe,,France,45.3638888889,5.3133333333,397,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
GREZES-RADAR,,,,Operational,Unknown,Land (fixed),0-20000-0-07436|primary,Europe,,France,45.1044444444,1.3697222222,351,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RSD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radar storm and meteorological phenomena detection.,,,,,,"GOS General:Operational, WRO:Operational",	2016-04-29,
GUERET ST LAURENT,,,,Operational,Operational,Land (fixed),0-20000-0-07361|primary,Europe,,France,46.1755555556,1.9502777778,365,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
HYERES,,	1967-01-01,,Operational,Operational,Land (fixed),0-20000-0-07667|primary,Europe,,France,43.0944444444,6.1463888889,4,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
ILE ROUSSE,,	1988-01-01,,Operational,Operational,Land (fixed),0-20000-0-07753|primary,Europe,,France,42.6330555556,8.9227777778,142,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;C;MAN/AUT*;SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
ISSY-HELIPORT,ISSY-LES-MOULINEAUX HELIPORT,	2019-04-18,,Operational,Unknown,Land (fixed),0-250-0-92040002|primary,Europe,,France,48.8335,2.275333,32,,UTC+1,Météo France,,,,Warm Temperate - Fully humid - Warm summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within hollows of very low altitude,,Ceilometers:Operational,	2024-05-15,"FRA,NCL,PYF,SPM NMHS"
ISTRES,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07647|primary,Europe,,France,43.5230555556,4.9222222222,25,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
L ILE D YEU,,,,Operational,Operational,Land (fixed),0-20000-0-07300|primary,Europe,,France,46.6936111111,-2.3302777778,32,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;MAN/AUT;SEA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LA ROCHE-SUR-YON,,	1985-01-01,,Operational,Operational,Land (fixed),0-20000-0-07306|primary,Europe,,France,46.7055555556,-1.3816666667,91,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;MAN/AUT*;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LA ROCHELLE AEROPORT ILE DE RE,,,,Operational,Operational,Land (fixed),0-20000-0-07316|primary,Europe,,France,46.1780555556,-1.1930555556,23,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
LANAS SYN,,	1990-11-01,,Operational,Partly operational,Land (fixed),0-20000-0-07570|primary,Europe,,France,44.537167,4.368167,265,GPS,UTC+1,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,Snow - Fully humid - Warm summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of low altitude,,"GBON:Operational, GOS General:Operational",	2024-02-27,Joel GUEUSQUIN
LANDIVISIAU,,	1966-05-01,,Operational,Operational,Land (fixed),0-20000-0-07106|primary,Europe,,France,48.525667,-4.147167,109,GPS,UTC+1,Météo France,,,,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LANGRES,,	1937-01-01,,Operational,Operational,Land (fixed),0-20000-0-07283|primary,Europe,,France,47.843667,5.3375,466,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
LANNEMEZAN UHF P2OA,,	2010-04-01,,Unknown,Unknown,Land (mobile),0-250-1003-07625|primary,Europe,,France,43.1287306,0.3666278,591,,,Centre National de Recherche Scientifique - Université de Toulouse Paul Sabatier,https://p2oa.aeris-data.fr,https://p2oa.aeris-data.fr/sedoo_instruments/profileur-de-vent-uhf,"This station is a subset of LANNEMEZAN (Center for Atmospheric Research) station, part of the Pyrenean Platform for the Observation of the Atmosphere (P2OA). The UHF radar wind profiler measures wind profiles from approximately 150 m to 4 km agl.",,,,,,Wind Profilers,	2023-02-14,Joel GUEUSQUIN
LANNION,,	1997-01-01,,Operational,Operational,Land (fixed),0-20000-0-07118|primary,Europe,,France,48.7552777778,-3.4686111111,88,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LANVEOC,,,,Operational,Operational,Land (fixed),0-20000-0-07109|primary,Europe,,France,48.2794444444,-4.4394444444,87,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LAVAL-ETRONNIER,,,,Operational,Operational,Land (fixed),0-20000-0-07134|primary,Europe,,France,48.0305555556,-0.7463888889,101,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LE BOURGET,,,,Operational,Operational,Land (fixed),0-20000-0-07150|primary,Europe,,France,48.9675,2.4275,67,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LE HAVRE OCTEVILLE,,	1994-01-01,,Operational,Operational,Land (fixed),0-20000-0-07046|primary,Europe,,France,49.533,0.091667,94,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LE LUC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07675|primary,Europe,,France,43.3830555556,6.3861111111,81,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LE MANS,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07235|primary,Europe,,France,47.9408333333,0.1897222222,59,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;MAN/AUT*;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LE PUY-LOUDES,,,,Operational,Operational,Land (fixed),0-20000-0-07471|primary,Europe,,France,45.0744444444,3.7638888889,832,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LE TOUQUET,,	1947-01-01,,Operational,Operational,Land (fixed),0-20000-0-07003|primary,Europe,,France,50.5145,1.622833,5,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LEGE-CAP FERRET,,	1898-05-01,,Operational,Operational,Land (fixed),0-20000-0-07500|primary,Europe,,France,44.6316666667,-1.2483333333,9,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information.,,,,,,GOS General:Operational,	2021-08-20,Joel GUEUSQUIN
LEUCATE,,	2001-01-01,,Operational,Operational,Land (fixed),0-20000-0-07666|primary,Europe,,France,42.9183333333,3.0616666667,42,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;C;MAN/AUT*;SEA;SNOW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: State of sea observations; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-04,"FRA,NCL,PYF,SPM NMHS"
LILLE-LESQUIN,,	1944-12-01,,Operational,Operational,Land (fixed),0-20000-0-07015|primary,Europe,,France,50.57,3.0975,47,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
LIMOGES-BELLEGARDE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-07434|primary,Europe,,France,45.861167,1.175,402,,UTC+1,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;CLIMAT(C);MAN/AUT*;METAR;RAD;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,Warm Temperate - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within hills of middle altitude,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
LORIENT LANN BIHOUE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-07205|primary,Europe,,France,47.7627777778,-3.4355555556,49,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"Ceilometers, GBON:Operational, GOS General:Operational",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
LUXEUIL,,	1918-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-07292|primary,Europe,,France,47.787,6.363833,271,GPS,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LYON-BRON,,,,Operational,Operational,Land (fixed),0-20000-0-07480|primary,Europe,,France,45.7261111111,4.9377777778,201,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AUT;METAR;RAD;SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-01-09,"FRA,NCL,PYF,SPM NMHS"
LYON-ST EXUPERY,,	1975-01-01,,Operational,Operational,Land (fixed),0-20000-0-07481|primary,Europe,,France,45.7263888889,5.0777777778,250,,,Météo France,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);MAN/AUT;METAR;RBCN;RBSN(S);SNOW;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, Ceilometers, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-04-18,"FRA,NCL,PYF,SPM NMHS"
La Tardière,,	2001-07-03,,Operational,Unknown,Land (fixed),0-20008-0-TAD|primary,Europe,,France,46.66,-0.75,133,,UTC+2,,,,,Warm Temperate - Dry winter - Warm summer,,,,,"EMEP:Operational, GAW Regional:Operational",	2013-12-05,Stéphane Sauvage
