Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
RIMINI,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16149|primary,Europe,,Italy,44.0244444444,12.6127777778,12,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations.,,,,,,GOS General:Operational,	2024-01-31,Piero Serra
ROLO,,	1985-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16143|primary,Europe,,Italy,44.8852777778,10.8744444444,21,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-11-29,Piero Serra
ROMA/CENTOCELLE,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16238|primary,Europe,,Italy,41.8680555556,12.5577777778,52,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
ROMA/CIAMPINO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16239|primary,Europe,,Italy,41.8080555556,12.5847222222,129,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;PH;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations; Solar radiation measurements.,,,,,,"GOS General:Operational, RBON",	2024-02-06,Piero Serra
ROMA/FIUMICINO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16242|primary,Europe,,Italy,41.8002777778,12.2388888889,4,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GOS General:Operational, RBON:Operational",	2024-02-06,Piero Serra
ROMA/URBE,,,,Operational,Unknown,Land (fixed),0-20000-0-16235|primary,Europe,,Italy,41.9519444444,12.5008333333,17,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
RONCHI DEI LEGIONARI,,	1985-01-01,,Operational,Operational,Land (fixed),0-20000-0-16108|primary,Europe,,Italy,45.8275,13.4722222222,12,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
S. GIOVANNI TEATINO,,	2001-12-14,,Operational,Operational,Land (fixed),0-20000-0-16231|primary,Europe,,Italy,42.4188888889,14.2113888889,179,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-21,Piero Serra
S. MARIA DI LEUCA,,	1931-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16360|primary,Europe,,Italy,39.8113888889,18.3422222222,104,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);GAW;METAR;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-02-22,Piero Serra
S. PIETRO CAPOFIUME RDS,,	1987-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16144|primary,Europe,,Italy,44.6538888889,11.6225,10,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RAD (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Radiation measurements.,,,,,,"GBON:Operational, GOS General:Operational",	2016-04-28,
S. VALENTINO ALLA MUTA,,	1962-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16008|primary,Europe,,Italy,46.7619444444,10.5344444444,1459,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);M;METAR;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
SARZANA-LUNI,,	1961-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16125|primary,Europe,,Italy,44.0872222222,9.985,13.71,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-11,Piero Serra
SCIACCA,,	1952-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16436|primary,Europe,,Italy,37.5136111111,13.1266666667,124,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
SERRALTA DI S. VITO,,	1925-01-01,,Operational,Silent,Land (fixed),0-20000-0-16364|primary,Europe,,Italy,38.7555555556,16.3683333333,996,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
SIRACUSA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-16464|primary,Europe,,Italy,37.0661111111,15.2794444444,1,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
TARVISIO,,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16040|primary,Europe,,Italy,46.5055555556,13.5861111111,777,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-04-28,Piero Serra
TERMOLI,,	1952-01-01,,Operational,Operational,Land (fixed),0-20000-0-16232|primary,Europe,,Italy,42.0041666667,14.9963888889,16,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);METAR;PH;RBCN;RBSN(S);SEA/SWELL;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations; Sea and swell observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-12-19,Piero Serra
TEULADA,,,,Operational,Unknown,Land (fixed),0-20000-0-16570|primary,Europe,,Italy,38.9891666667,8.66,50,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
TORINO CASELLE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16059|primary,Europe,,Italy,45.2025,7.6494444444,301,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
TORINO VENARIA REALE,,,,Operational,Silent,Land (fixed),0-20000-0-16060|primary,Europe,,Italy,45.1305555556,7.6175,276,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
TORRE OLEVOLA,,,,Operational,Unknown,Land (fixed),0-20000-0-16249|primary,Europe,,Italy,41.2508333333,13.1186111111,2,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
TRAPANI BIRGI,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-16429|primary,Europe,,Italy,37.9141666667,12.4913888889,7.3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;PH;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Phenological observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-08-22,Piero Serra
TRENTO,,,,Operational,Silent,Land (fixed),0-20000-0-16023|primary,Europe,,Italy,46.0202777778,11.1266666667,188,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2016-04-28,
TREVICO,,	1952-01-01,,Operational,Operational,Land (fixed),0-20000-0-16263|primary,Europe,,Italy,41.0466666667,15.2327777778,1085,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: M;METAR;MONT;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Observations of cloud below the level of the station.,,,,,,"RBON:Operational, RBSN(S) - deprecated:Closed",	2024-01-04,Piero Serra
TREVISO/ISTRANA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16098|primary,Europe,,Italy,45.6838888889,12.1066666667,42,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
TREVISO/S. ANGELO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16099|primary,Europe,,Italy,45.65,12.1833333333,18,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
TRIESTE,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16110|primary,Europe,,Italy,45.6769444444,13.7547222222,3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);METAR;RBCN;RBSN(S);SEA/SWELL;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Sea and swell observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-04-28,Piero Serra
UDINE/RIVOLTO,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16045|primary,Europe,,Italy,45.9755555556,13.0491666667,51,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2023-12-02,Piero Serra
USTICA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16400|primary,Europe,,Italy,38.7072222222,13.1772222222,242,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C;CLIMAT(C);GAW;METAR;RBSN(S);SEA/SWELL;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Sea and swell observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2023-12-20,Piero Serra
VENEZIA LIDO,,	1951-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16101|primary,Europe,,Italy,45.4275,12.3841666667,4,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-12-02,Piero Serra
VENEZIA TESSERA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-16105|primary,Europe,,Italy,45.5052777778,12.3519444444,2,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2024-02-08,Piero Serra
VERONA/VILLAFRANCA,,	1951-01-01,,Operational,Operational,Land (fixed),0-20000-0-16090|primary,Europe,,Italy,45.3880555556,10.8733333333,73,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2024-02-06,Piero Serra
VIESTE,,	1952-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-16266|primary,Europe,,Italy,41.8880555556,16.1647222222,3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-04-21,Piero Serra
VIGNA DI VALLE,,	1910-01-01,,Operational,Operational,Land (fixed),0-20000-0-16224|primary,Europe,,Italy,42.0802777778,12.2113888889,260,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GAW;GSN;METAR;OZONE;PH;RBCN;RBSN(S);SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Ozone observations; Phenological observations; Solar radiation measurements.,,,,,,"CLIMAT(C) - deprecated:Closed, Centennial Observing Stations:Operational, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2019-12-20,Lucia Cappelletti
VIPITENO,,	1962-01-01,,Operational,Silent,Land (fixed),0-20000-0-16014|primary,Europe,,Italy,46.8838888889,11.44,920,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2019-08-22,Piero Serra
VITERBO (16216-0),,	1955-09-05,,Operational,Operational,Land (fixed),0-20000-0-16216|primary,Europe,,Italy,42.4383333333,12.055,300,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SOLRA;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Operational,	2023-12-18,Piero Serra
VITERBO (16218-0),,	2004-03-09,,Silent,Unknown,Land (fixed),0-20000-0-16218|primary,Europe,,Italy,42.4408333333,12.0577777778,309,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;SOLRA;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Solar radiation measurements.,,,,,,GOS General:Stand-by,	2023-12-18,Piero Serra
VOLANO,,,,Operational,Unknown,Land (fixed),0-20000-0-16141|primary,Europe,,Italy,44.8138888889,12.2491666667,3,,,Servizio Meteorologico (Meteorological Service of the Italian Air Force),,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
Vigna di Valle,,	1911-01-01,,Operational,Unknown,Land (fixed),0-20008-0-VDV|primary,Europe,,Italy,42.0833320618,12.5166664124,262,,UTC+1,,www.meteoam.it,,ReSMA Center (including Vigna di Valle Station) is located in a rural area next to a volcanic lake about 50 km far from the town of Rome. It has a long history of meteorological and climatic monitoring and instrument testing.,Warm temperate - Dry and hot summer,,,,,GAW Regional:Operational,	2011-05-19,
