Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
AGRINION (AIRPORT),,	1956-01-01,	2014-04-04,Closed,Unknown,Land (fixed),0-20000-0-16672|primary,Europe,,Greece,38.6,21.35,24,,,Hellenic National Meteorological Service,,,This station ceased its operation in August 2014.,,,,,,GOS General:Closed,	2019-10-31,Nick KALAMARAS
LAMIA,,	1932-01-01,,Operational,Operational,Land (fixed),0-20000-0-16675|primary,Europe,,Greece,38.8766,22.436,12.46,,,Hellenic National Meteorological Service,,,AUT;RBSN(S) (see code table A for explanations).,,,,,,GOS General:Operational,	2022-10-19,Nick KALAMARAS
LARISSA (AIRPORT),,	1932-01-01,,Operational,Operational,Land (fixed),0-20000-0-16648|primary,Europe,,Greece,39.6461,22.4602,71.15,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBCN;RBSN(S);SNOW;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, GOS General:Operational, RBON:Operational, WRO:Operational",	2021-02-04,Nick KALAMARAS
LIMNOS (AIRPORT),,	1960-01-01,,Operational,Operational,Land (fixed),0-20000-0-16650|primary,Europe,,Greece,39.9223,25.2329,4.81,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;AGRIMET;CLIMAT(C);METAR;RBSN(S);SNOW;SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Snow survey.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within hills of very low altitude,3|10,RBON:Operational,	2022-10-19,Nick KALAMARAS
Lagadas,,	2008-05-27,,Operational,Operational,Land (fixed),0-300-1-lagadas|primary,Europe,,Greece,40.734118,23.085916,87,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lagadia,,	2013-05-27,,Operational,Operational,Land (fixed),0-300-1-lagadia|primary,Europe,,Greece,37.681868,22.030038,970,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lailias,,	2011-07-24,,Operational,Operational,Land (fixed),0-300-1-lailias|primary,Europe,,Greece,41.2552,23.58858,1515,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lakkoma bbs,,	2021-03-24,,Operational,Operational,Land (fixed),0-300-1-lakkomabbs|primary,Europe,,Greece,40.391311,23.031256,117,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Lamia (NOA),,	2013-02-01,,Operational,Operational,Land (fixed),0-300-1-lamia|primary,Europe,,Greece,38.903636,22.446126,107,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lappa,,	2008-02-06,,Operational,Operational,Land (fixed),0-300-1-lappa|primary,Europe,,Greece,38.092434,21.419439,21,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Larissa (NOA),,	2010-02-26,,Operational,Operational,Land (fixed),0-300-1-larissa|primary,Europe,,Greece,39.627532,22.398836,82,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Larissa-chalki,,	2017-10-01,,Operational,Operational,Land (fixed),0-300-1-larissachalki|primary,Europe,,Greece,39.570833,22.543333,75,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lavrio,,	2002-08-16,,Operational,Operational,Land (fixed),0-300-0-16775|primary,Europe,,Greece,37.7446,24.0806,19.45,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Lavrio (NOA),,	2008-09-05,,Operational,Operational,Land (fixed),0-300-1-lavrio|primary,Europe,,Greece,37.7166,24.058,3,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Lefkada,,	2009-07-20,,Operational,Operational,Land (fixed),0-300-1-lefkada|primary,Europe,,Greece,38.830648,20.711752,12,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lefkochori,,	2009-08-26,,Operational,Operational,Land (fixed),0-300-1-lefkochori|primary,Europe,,Greece,38.59999,22.76927,133,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lemnos,,	2009-06-29,,Operational,Operational,Land (fixed),0-300-1-lemnos|primary,Europe,,Greece,39.91305905,25.20042427,22,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lentas,,	2011-11-06,,Operational,Operational,Land (fixed),0-300-1-lentas|primary,Europe,,Greece,34.93053,24.925,15,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Leonidion,,	1981-01-01,,Operational,Operational,Land (fixed),0-300-0-16727|primary,Europe,,Greece,37.1514,22.892,2.52,,UTC+2,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of middle altitude,1|60,Non-affiliated:Operational,	2020-04-25,Nick KALAMARAS
Lepiana,,	2017-05-08,,Operational,Operational,Land (fixed),0-300-1-lepiana|primary,Europe,,Greece,39.415863,21.09153,600,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Leros (Airport),,	1986-12-01,,Operational,Operational,Land (fixed),0-300-0-16768|primary,Europe,,Greece,37.1825,26.803,9.21,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,4|20,GOS General:Operational,	2020-04-25,Nick KALAMARAS
Lesvos,,	2009-07-03,,Operational,Operational,Land (fixed),0-300-1-lesvos|primary,Europe,,Greece,39.327706,26.174943,2,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lesvos-agiaparaskevi,,	2015-03-16,,Operational,Operational,Land (fixed),0-300-1-lesvosagiaparas|primary,Europe,,Greece,39.246244,26.27055,92,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lesvos-thermi,,	2009-06-23,,Operational,Operational,Land (fixed),0-300-1-lesvosthermi|primary,Europe,,Greece,39.182388,26.499118,2,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-19,Nick KALAMARAS
Levidi,,	2014-12-18,,Operational,Operational,Land (fixed),0-300-1-levidi|primary,Europe,,Greece,37.67943,22.29637,853,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Limiko,,	2021-09-08,,Operational,Operational,Land (fixed),0-300-1-limiko|primary,Europe,,Greece,37.897804,23.977201,20,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Lindos,,	2014-04-10,,Operational,Operational,Land (fixed),0-300-1-lindos|primary,Europe,,Greece,36.090869,28.086268,65,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Livadeia,,	2009-07-22,,Operational,Operational,Land (fixed),0-300-1-livadeia|primary,Europe,,Greece,38.45389,22.914198,120,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Loutraki,,	2016-12-23,,Operational,Operational,Land (fixed),0-300-1-loutraki|primary,Europe,,Greece,37.965923,22.97988,24,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Lykochia,,	2012-12-13,,Operational,Operational,Land (fixed),0-300-1-lykochia|primary,Europe,,Greece,37.495316,22.166535,870,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
METHONI,,	1948-01-01,,Operational,Unknown,Land (fixed),0-20000-0-16734|primary,Europe,,Greece,36.8254,21.7045,51.84,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;GSN;RBCN;RBSN(S),,,,,,"GSN:Closed, RBON:Operational",	2022-10-19,Nick KALAMARAS
MILOS,,	1932-01-01,,Operational,Operational,Land (fixed),0-20000-0-16738|primary,Europe,,Greece,36.7386,24.4293,166.85,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: AUT;RBSN(S),,,,,,"GOS General:Operational, RBON:Operational",	2022-11-01,Nick KALAMARAS
MYTILINI (AIRPORT),,	1932-04-01,,Operational,Operational,Land (fixed),0-20000-0-16667|primary,Europe,,Greece,39.0538888889,26.6036111111,4.22,,,Hellenic National Meteorological Service,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);EVAP;METAR;RBSN(S);SOILTEMP;SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,19|250,"GBON, RBON:Operational",	2022-10-19,Nick KALAMARAS
Magouliana,,	2016-06-07,,Operational,Operational,Land (fixed),0-300-1-magouliana|primary,Europe,,Greece,37.676372,22.12495,1256,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Mainalowest,,	2020-08-23,,Operational,Unknown,Land (fixed),0-300-1-mainalowest|primary,Europe,,Greece,37.5425,22.15862,1545,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-23,Nick KALAMARAS
Makrakomi,,	2008-11-12,,Operational,Operational,Land (fixed),0-300-1-makrakomi|primary,Europe,,Greece,38.937518,22.116838,125,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Makrinitsa,,	2009-04-14,,Operational,Unknown,Land (fixed),0-300-1-makrinitsa|primary,Europe,,Greece,39.405349,22.987778,805,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Closed (>40%) needleleaved evergreen forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Makrykapa,,	2020-12-08,,Operational,Operational,Land (fixed),0-300-1-makrykapa|primary,Europe,,Greece,38.60537,23.745681,173,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Malakasa,,	2017-12-04,,Operational,Operational,Land (fixed),0-300-1-malakasa|primary,Europe,,Greece,38.226839,23.847367,365,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Malia-CMP,,	2021-11-01,,Operational,Operational,Land (fixed),0-300-1-maliacmp|primary,Europe,,Greece,35.293194,25.477831,4,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Mandra,,	2020-07-14,,Operational,Operational,Land (fixed),0-300-1-mandra|primary,Europe,,Greece,38.105974,23.42381,392,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Maniaki,,	2021-02-13,,Operational,Operational,Land (fixed),0-300-1-maniaki|primary,Europe,,Greece,40.681594,21.755386,527,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Markopoulo,,	2002-08-16,,Operational,Unknown,Land (fixed),0-300-0-16780|primary,Europe,,Greece,37.8751,23.961,64.17,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Markopoulo (NOA),,	2006-10-02,,Operational,Operational,Land (fixed),0-300-1-markopoulo|primary,Europe,,Greece,37.877,23.937,104,,UTC+2,National Observatory of Athens,,,,Steppe - Hot arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Marmaras,,	2014-01-22,,Operational,Operational,Land (fixed),0-300-1-marmaras|primary,Europe,,Greece,40.093424,23.780717,6,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Maroussi,,	2010-01-01,,Operational,Operational,Land (fixed),0-300-1-maroussi|primary,Europe,,Greece,38.04829,23.81009,235,,,National Observatory of Athens,,,,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Mavrolithari,,	2008-06-07,,Operational,Operational,Land (fixed),0-300-1-mavrolithari|primary,Europe,,Greece,38.707058,22.304611,1250,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mavropigi,,	2014-04-05,,Operational,Operational,Land (fixed),0-300-1-mavropigi|primary,Europe,,Greece,40.467728,21.746866,643,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-21,Nick KALAMARAS
Megalopoli,,	2009-05-14,,Operational,Operational,Land (fixed),0-300-1-megalopoli|primary,Europe,,Greece,37.401816,22.141593,432,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Megalopoli-psathi,,	2017-05-01,,Operational,Operational,Land (fixed),0-300-1-megalopolipsathi|primary,Europe,,Greece,37.38935095,22.11893427,410,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Megara (Airport),,	2005-01-01,,Operational,Unknown,Land (fixed),0-300-0-16835|primary,Europe,,Greece,37.9811,23.3823,1.05,,,Hellenic National Meteorological Service,,,,,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2020-02-19,Nick KALAMARAS
Melissia-Achaia,,	2022-05-01,,Operational,Operational,Land (fixed),0-300-1-melissiaachaia|primary,Europe,,Greece,38.191229,22.090679,513,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Sparse (<15%) vegetation(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2022-09-28,Nick KALAMARAS
Menidi ionia odos,,	2021-04-09,,Operational,Operational,Land (fixed),0-300-1-menidiioniaodos|primary,Europe,,Greece,38.98994,21.17024,197,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2021-07-09,Nick KALAMARAS
Mesolongi (AWS),,	2011-09-01,,Operational,Operational,Land (fixed),0-300-0-16686|primary,Europe,,Greece,38.3696,21.4222,1,,,Hellenic National Meteorological Service,,,,Warm temperate - Dry and hot summer,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-04-26,Nick KALAMARAS
Mesovouno,,	2017-06-27,,Operational,Operational,Land (fixed),0-300-1-mesovouno|primary,Europe,,Greece,40.63888889,21.82888889,781,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Metamorfosi,,	2020-10-01,,Operational,Operational,Land (fixed),0-300-1-metamorfosi|primary,Europe,,Greece,38.055944,23.746514,148,,,National Observatory of Athens,,,,Warm temperate - Dry and hot summer,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of low altitude,,Non-affiliated:Operational,	2024-08-02,Nick KALAMARAS
Metaxades,,	2010-02-01,,Operational,Operational,Land (fixed),0-300-1-metaxades|primary,Europe,,Greece,41.417285,26.22177,162,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Metaxochori,,	2008-09-16,,Operational,Operational,Land (fixed),0-300-1-metaxochori|primary,Europe,,Greece,35.12906,25.14276,418,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Metsovo,,	2011-03-14,,Operational,Operational,Land (fixed),0-300-1-metsovo|primary,Europe,,Greece,39.771616,21.176977,1240,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mikrivigla,,	2011-03-17,,Operational,Operational,Land (fixed),0-300-1-mikrivigla|primary,Europe,,Greece,37.026957,25.370363,12,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mikrokampos,,	2015-03-24,,Operational,Operational,Land (fixed),0-300-1-mikrokampos|primary,Europe,,Greece,41.129722,24.012222,93,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Milos (Airport),,	1987-01-01,,Operational,Unknown,Land (fixed),0-300-0-16838|primary,Europe,,Greece,36.6977,24.4703,3.77,,,Hellenic National Meteorological Service,,,,,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within valleys of very low altitude,2|0,Non-affiliated:Operational,	2022-11-01,Nick KALAMARAS
Milos (NOA),,	2012-06-28,,Operational,Operational,Land (fixed),0-300-1-milos|primary,Europe,,Greece,36.7412,24.4269,162,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Moires,,	2009-06-20,,Operational,Operational,Land (fixed),0-300-1-moires|primary,Europe,,Greece,35.030074,24.834587,54,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-21,Nick KALAMARAS
Molaoi,,	2009-01-19,,Operational,Operational,Land (fixed),0-300-1-molaoi|primary,Europe,,Greece,36.799564,22.858136,128,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Monemvasia,,	2007-03-21,,Operational,Operational,Land (fixed),0-300-1-monemvasia|primary,Europe,,Greece,36.675792,23.037092,17,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Monitoplou,,	2019-06-21,,Operational,Operational,Land (fixed),0-300-1-monitoplou|primary,Europe,,Greece,35.218898,26.21698,220,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mornos1,,	2011-11-29,,Operational,Operational,Land (fixed),0-300-1-mornos1|primary,Europe,,Greece,38.523067,22.122221,445,,,National Observatory of Athens,,,,Steppe - Cold arid,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
Mornos2,,	2011-11-30,,Operational,Operational,Land (fixed),0-300-1-mornos2|primary,Europe,,Greece,38.59322,22.11773,666,,,National Observatory of Athens,,,,,Mosaic cropland (50-70%) / vegetation (grassland/shrubland/forest) (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within valleys of very low altitude,,Non-affiliated:Operational,	2020-12-26,Nick KALAMARAS
