Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
FAGARAS,,	1923-02-01,,Operational,Operational,Land (fixed),0-20000-0-15235|primary,Europe,,Romania,45.8362544124,24.9352552192,428,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
FETESTI,,	1949-09-01,,Operational,Operational,Land (fixed),0-20000-0-15444|primary,Europe,,Romania,44.3915170894,27.8390070314,58.25,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
FOCSANI,,	1976-11-01,,Operational,Operational,Land (fixed),0-20000-0-15264|primary,Europe,,Romania,45.6875233618,27.1997887135,57,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
FUNDATA,,	1949-07-01,,Operational,Operational,Land (fixed),0-20000-0-15301|primary,Europe,,Romania,45.43147039,25.2715382709,1384,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR;GAW (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
GALATI,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15310|primary,Europe,,Romania,45.4729181384,28.0323010582,69,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);M/B;PH;RAD;RBCN;RBSN(S);SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
GIURGIU,,	1896-01-01,,Operational,Operational,Land (fixed),0-20000-0-15491|primary,Europe,,Romania,43.8751663023,25.9327409543,23.6,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
GORGOVA,,	1954-01-01,,Operational,Operational,Land (fixed),0-20000-0-15336|primary,Europe,,Romania,45.17612,29.15154,1,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,Snow - Fully humid - Warm summer,"Closed to open (>15%) grassland or woody vegetation on regularly flooded or waterlogged soil - Fresh, brackish or saline water(Surface cover types (GlobCover2009))",,(unknown) at lowest relative elevation within plains of very low altitude,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
GRIVITA,,	1928-11-01,,Operational,Operational,Land (fixed),0-20000-0-15405|primary,Europe,,Romania,44.740788915,27.2945982971,50,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR;SOILTEMP;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
GURA PORTITEI,,	1985-04-09,,Operational,Operational,Land (fixed),0-20000-0-15428|primary,Europe,,Romania,44.6898373603,28.9989878847,2,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;C;M/B;RAD;SEA;SEATEMP;SOLRA;SUNDUR;SWELL;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Radiation measurements; State of sea observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
GURAHONT,,	1944-03-01,,Operational,Operational,Land (fixed),0-20000-0-15182|primary,Europe,,Romania,46.2791917177,22.3333052054,177,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
HARSOVA,,	1953-04-20,,Operational,Operational,Land (fixed),0-20000-0-15406|primary,Europe,,Romania,44.6916964069,27.9635349291,37.51,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
HOLOD,,	1967-11-01,,Operational,Operational,Land (fixed),0-20000-0-15117|primary,Europe,,Romania,46.7885831307,22.1122616011,163,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR(see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
HOREZU 1550,,	2018-10-19,,Operational,Operational,Land (fixed),0-642-20000-15343|primary,Europe,,Romania,45.2552890527,23.9482361032,1555.47,GPS,UTC+2,National Meteorological Administration,,,,Snow - Fully humid - Warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,"GBON:Operational, GOS General:Operational",	2024-03-26,Ancuta MANEA
HUEDIN,,	1958-01-01,,Operational,Operational,Land (fixed),0-20000-0-15099|primary,Europe,,Romania,46.8573120648,23.0325446006,560,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
IASI,,	1886-01-01,,Operational,Operational,Land (fixed),0-20000-0-15090|primary,Europe,,Romania,47.163333333,27.6272222222,74.29,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;CLIMAT(C);M/B;PH;RAD;RBCN;RBSN(S);SOILTEMP;SOLRA;SUNDUR;TOTRA (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radiation measurement.,,Artificial surfaces and associated areas (Urban areas >50%)(Surface cover types (GlobCover2009)),,,,"GBON:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
IEZER,,	1958-01-01,,Operational,Operational,Land (fixed),0-20000-0-15033|primary,Europe,,Romania,47.6025812783,24.6490206127,1785,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
INTORSURA BUZAULUI,,	1946-01-01,,Operational,Operational,Land (fixed),0-20000-0-15261|primary,Europe,,Romania,45.6682744785,26.0567735881,707,GPS,UTC+2,National Meteorological Administration,,,Oservation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
JIMBOLIA,,	1985-12-01,,Operational,Operational,Land (fixed),0-20000-0-15245|primary,Europe,,Romania,45.7811111,20.7023580223,79,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none,Snow - Fully humid - Hot summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within plains of very low altitude,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
JOSENI,,	1921-06-01,,Operational,Operational,Land (fixed),0-20000-0-15127|primary,Europe,,Romania,46.7057389033,25.5125729394,750,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
JURILOVCA,,	1953-01-01,,Operational,Operational,Land (fixed),0-20000-0-15409|primary,Europe,,Romania,44.7660720152,28.8764185996,37.65,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
LACAUTI,,	1956-02-01,,Operational,Operational,Land (fixed),0-20000-0-15262|primary,Europe,,Romania,45.8239179572,26.3755541583,1776,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M; M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
LUGOJ,,	1930-07-01,,Operational,Operational,Land (fixed),0-20000-0-15270|primary,Europe,,Romania,45.6865410804,21.933284932,123,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
MAHMUDIA,,	1992-07-01,,Operational,Operational,Land (fixed),0-20000-0-15337|primary,Europe,,Romania,45.0871787552,29.0733967991,167.53,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
MANGALIA,,	1928-08-01,,Operational,Operational,Land (fixed),0-20000-0-15499|primary,Europe,,Romania,43.816124375,28.5874503506,6,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;C;M/B;SEA;SEATEMP;SUNDUR; AGRIMET; PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; State of sea observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
MEDGIDIA,,	1950-05-01,,Operational,Operational,Land (fixed),0-20000-0-15462|primary,Europe,,Romania,44.243198519,28.2513983724,69.54,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RSD;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radar storm and meteorological phenomena detection.,,,,,,"GBON:Operational, GOS General:Operational, WRO:Operational",	2024-07-26,Ancuta MANEA
MIERCUREA CIUC,,	1948-01-01,,Operational,Operational,Land (fixed),0-20000-0-15170|primary,Europe,,Romania,46.3713166568,25.7726166755,661,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,,53|321,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
MOLDOVA VECHE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-15388|primary,Europe,,Romania,44.7224425719,21.6332589523,82,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
MORARESTI,,	1959-01-01,,Operational,Operational,Land (fixed),0-20000-0-15345|primary,Europe,,Romania,45.0163091541,24.5701480532,548,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
NEGRESTI,,	1949-07-01,,Operational,Operational,Land (fixed),0-20000-0-15113|primary,Europe,,Romania,46.8380987092,27.4421455598,133,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR; AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
OBARSIA LOTRULUI,,	1974-05-04,,Operational,Operational,Land (fixed),0-20000-0-15297|primary,Europe,,Romania,45.4354604455,23.6308456834,1348,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational",	2024-03-26,Ancuta MANEA
OCNA SUGATAG,,	1901-01-01,,Operational,Operational,Land (fixed),0-20000-0-15015|primary,Europe,,Romania,47.7770616258,23.9404602638,503,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RBSN(S);SUNDUR; SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,,21|545,"GBON:Operational, GCW affiliated station:Operational, GOS General:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2024-07-30,Ancuta MANEA
ODORHEIUL SECUIESC,,	1933-06-01,,Operational,Unknown,Land (fixed),0-20000-0-15168|primary,Europe,,Romania,46.2967714772,25.2917621358,523,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GBON:Operational,	2024-07-26,Ancuta MANEA
OLTENITA,,	1983-01-01,,Operational,Operational,Land (fixed),0-20000-0-15475|primary,Europe,,Romania,44.0746935582,26.637136824,14.9,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR;SOILTEMP;AGRIMET;PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
ORADEA,,	1871-07-01,,Operational,Operational,Land (fixed),0-20000-0-15080|primary,Europe,,Romania,47.0357090098,21.8959240638,136,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;RSD;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations; Radar storm and meteorological phenomena detection.,,,,,,"GBON:Operational, GOS General:Operational, WRO:Operational",	2024-07-25,Ancuta MANEA
ORAVITA,,	1871-01-01,,Operational,Operational,Land (fixed),0-20000-0-15338|primary,Europe,,Romania,45.038711533,21.7104827083,309,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
PALTINIS SIBIU,,	1925-08-01,,Operational,Operational,Land (fixed),0-20000-0-15254|primary,Europe,,Romania,45.6571227709,23.9324436204,1453,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
PARANG,,	1940-12-01,,Operational,Operational,Land (fixed),0-20000-0-15320|primary,Europe,,Romania,45.3873716524,23.4630702411,1548,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
PATARLAGELE,,	1951-09-01,,Operational,Operational,Land (fixed),0-20000-0-15328|primary,Europe,,Romania,45.3246524195,26.3695078021,289,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
PENTELEU,,	1988-01-01,,Operational,Operational,Land (fixed),0-20000-0-15284|primary,Europe,,Romania,45.6026662878,26.4098371015,1632,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;MONT;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Observations of cloud below the level of the station.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
PETROSANI,,	1939-12-01,,Operational,Operational,Land (fixed),0-20000-0-15296|primary,Europe,,Romania,45.4062949265,23.3767010607,607,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR(see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
PIATRA NEAMT,,	1899-02-01,,Operational,Operational,Land (fixed),0-20000-0-15109|primary,Europe,,Romania,46.9336789261,26.3895175457,360,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
PITESTI,,	1899-07-01,,Operational,Operational,Land (fixed),0-20000-0-15373|primary,Europe,,Romania,44.848931961,24.8659891312,316,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
PLOIESTI,,	1898-01-01,,Operational,Operational,Land (fixed),0-20000-0-15377|primary,Europe,,Romania,44.9557530903,25.9874192527,177,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
POIANA STAMPEI,,	1954-01-18,,Operational,Operational,Land (fixed),0-20000-0-15069|primary,Europe,,Romania,47.3246645076,25.1344504711,923,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
POLOVRAGI,,	1953-12-27,,Operational,Operational,Land (fixed),0-20000-0-15344|primary,Europe,,Romania,45.1654504136,23.8086065698,531,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
PREDEAL,,	1927-09-01,,Operational,Operational,Land (fixed),0-20000-0-15302|primary,Europe,,Romania,45.5062845211,25.5835057255,1090,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SNOW;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Snow survey.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
RADAUTI,,	1943-06-01,,Operational,Operational,Land (fixed),0-20000-0-15007|primary,Europe,,Romania,47.8378604586,25.8904494353,389,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
RAMNICU SARAT,,	1898-01-01,,Operational,Operational,Land (fixed),0-20000-0-15307|primary,Europe,,Romania,45.390643384,27.038531074,152,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B; SUNDUR; AGRIMET; PH (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
RAMNICU VALCEA,,	1904-01-01,,Operational,Operational,Land (fixed),0-20000-0-15346|primary,Europe,,Romania,45.0888211225,24.3628139123,237,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RBSN(S);SUNDUR; SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
RESITA,,	1978-12-01,,Operational,Operational,Land (fixed),0-20000-0-15314|primary,Europe,,Romania,45.3143674571,21.8869893114,279,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
ROMAN,,	1886-02-01,,Operational,Operational,Land (fixed),0-20000-0-15111|primary,Europe,,Romania,46.9691027095,26.9118340072,216,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
ROSIA MONTANA,,	1983-01-01,,Operational,Operational,Land (fixed),0-20000-0-15184|primary,Europe,,Romania,46.3175946162,23.139046966,1196,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
ROSIORII DE VEDE,,	1899-07-01,,Operational,Operational,Land (fixed),0-20000-0-15470|primary,Europe,,Romania,44.1072133362,24.9787400713,102.15,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;RBSN(S);SUNDUR; SOILTEMP (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,Rainfed croplands(Surface cover types (GlobCover2009)),,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-08-05,Ancuta MANEA
SACUIENI,,	1949-06-01,,Operational,Operational,Land (fixed),0-20000-0-15042|primary,Europe,,Romania,47.3441586153,22.0945071573,124,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;SUNDUR;SOILTEMP;M/B (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SANNICOLAUL MARE,,	1930-02-01,,Operational,Operational,Land (fixed),0-20000-0-15199|primary,Europe,,Romania,46.0712862547,20.601560025,85,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-24,Ancuta MANEA
SARMASU,,	1966-11-01,,Operational,Operational,Land (fixed),0-20000-0-15123|primary,Europe,,Romania,46.7475531073,24.1598039059,399,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SATU MARE,,	1936-12-01,,Operational,Operational,Land (fixed),0-20000-0-15010|primary,Europe,,Romania,47.7214846925,22.8871490292,123,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-25,Ancuta MANEA
SEBES-ALBA,,	1950-04-01,,Operational,Operational,Land (fixed),0-20000-0-15231|primary,Europe,,Romania,45.96361,23.53306,271,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AGRIMET;AUT;M/B;PH;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
SEMENIC,,	1955-12-20,,Operational,Operational,Land (fixed),0-20000-0-15315|primary,Europe,,Romania,45.1813946584,22.055804611,1432,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M;M/B;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-30,Ancuta MANEA
SFANTU GHEORGHE COVASNA,,	1927-02-01,,Operational,Operational,Land (fixed),0-20000-0-15238|primary,Europe,,Romania,45.8715590207,25.8021202334,523,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SFANTU GHEORGHE DELTA,,	1942-04-01,,Operational,Operational,Land (fixed),0-20000-0-15387|primary,Europe,,Romania,44.897648531,29.5991076409,1.43,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: AUT;M/B;SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes.,,,,,,"GBON:Operational, GOS General:Operational",	2024-07-26,Ancuta MANEA
SIBIU,,	1920-01-01,,Operational,Operational,Land (fixed),0-20000-0-15260|primary,Europe,,Romania,45.79018,24.036245,450,GPS,UTC+2,National Meteorological Administration,,,Observation remarks: A;AGRIMET;AUT;CLIMAT(C);M/B;PH;RBCN;RBSN(S);SOILTEMP;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: Station making reports of sudden changes; Phenological observations.,Snow - Fully humid - Warm summer,Rainfed croplands(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of middle altitude,225|569,"GBON:Operational, GOS General:Operational, RBON:Operational",	2024-07-30,Ancuta MANEA
